id,camp_category_id,organization_id,camp_procedure_id,acceptable_regions,acceptable_programs,acceptable_education_levels,name_en,name_th,short_description_en,short_description_th,long_description,min_cgpa,other_conditions,application_fee,deposit,url,fburl,app_close_date,confirmation_date,announcement_date,interview_date,interview_information,event_start_date,event_end_date,location,quota,backup_limit,contact_campmaker,payment_information
52,13,118,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],JITJAO #2 Unbox,ค่ายจิตเจ้า ครั้งที่ 2 ประจำปี 2560,JITJAO #2 Unbox at Chiang Mai University,ประกาศๆ สำหรับน้องๆ ชั้นมัธยมปลาย ค่าย จิต เจ้า ครั้งที่ 2 ประจำปี 2560 เปิดรับสมัครแล้วจ้าา ^^,“ค่ายจิตเจ้า” ภาควิชาจิตวิทยา คณะมนุษยศาสตร์ มหาวิทยาลัยเชียงใหม่239 ถนนห้วยแก้ว ตำบลสุเทพ อำเภอเมือง จังหวัดเชียงใหม่ 50200 จะประกาศผลการคัดเลือกน้องๆ 60 คน ที่ได้เข้าร่วมกับค่ายในวันที่ 25 เมษายน 2560 แล้วค่อยเริ่มการโอนค่าสมัคร 650 บาท หลังจากนั้นนะ ทางเพจจะแจ้งรายละเอียดการโอนเงินอีกที,,,650,,,https://www.facebook.com/PsychologyChiangmaiU/,2020-4-18 23:59:59,2020-5-10 9:0:0,2020-5-1 23:59:59,,,2020-5-26 9:0:0,2020-5-28 16:0:0,บ้านพักทัศนาจรเชียงใหม่,60,5,พี่นิ้ง 081-234-5679,
53,13,117,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],JORJIT13: Back to Nature,ค่ายเจาะจิต – JORJIT13: Back to Nature,JORJIT13: Back to Nature at Chulalongkorn University,เชิญชวนน้องๆ มัธยมปลาย ม.4-ม.6 มาเดินกลับสู่ธรรมชาติ รับสายลมและแสงแดด เลี้ยงความสุข ปลูกความคิด ไปกับพวกเรา คณะจิตวิทยา จุฬาลงกรณ์มหาวิทยาลัย,ค่ายเจาะจิตครั้งที่ 13 ค่ายที่ให้น้องๆ มัธยมปลายตั้งแต่ ม.4-6 ที่สนใจศาสตร์ทางด้านจิตวิทยา ได้มาเข้าร่วมกิจกรรมกับพวกพี่ๆ คณะจิตวิทยา จุฬาลงกรณ์มหาวิทยาลัย ซึ่งในค่ายนี้ น้องๆจะได้ทั้งความรู้ทางด้านจิตวิทยา ได้ซึบซับกับบรรยากาศของคณะ ได้รู้จักพี่ๆ ที่น่ารักทุกคน และได้รับประสบการณ์ที่ดีกลับไปอย่างแน่นอน,,,500,,,https://www.facebook.com/jorjitcu/,2019-9-22 23:59:59,2019-10-10 23:59:59,2019-10-5 23:59:59,,,2019-10-28 9:0:0,2019-10-30 16:0:0,คณะจิตวิทยา จุฬาลงกรณ์มหาวิทยาลัย,120,5,พี่ไหม 081-234-5679,
54,13,117,1,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Inner Journey Workshop,Inner Journey Workshop กิจกรรมฝึกสติประยุกต์อย่างสร้างสรรค์,Inner Journey Workshop at Chulalongkorn University,Workshop โดยพี่ๆ นิสิตจุฬาฯ จากคณะจิตวิทยา บริหารธุรกิจ และ อีกมากมาย ซึ่งเป็นกระบวนการฝึกสติประยุกต์ ร่วมกับเพื่อนๆ อย่างสร้างสรรค์ เพื่อตกผลึกความคิด และ เข้าใจชีวิตให้ลึกซึ้ง :),Workshop ครั้งนี้ จัดโดยพี่ๆนิสิตจุฬาฯ จากคณะจิตวิทยา บริหารธุรกิจ และ อีกมากมาย สำหรับน้องมปลายที่อยากเปลี่ยนแปลงตัวเอง หาจุดยืน เจอสังคมใหม่ๆ ซึ่งเป็นกระบวนการฝึกสติประยุกต์ ร่วมกับเพื่อนๆอย่างสร้างสรรค์ เพื่อ ตกผลึกความคิด และ เข้าใจชีวิตให้ลึกซึ้ง :),,,,,,https://www.facebook.com/genmindthailand/,2019-6-20 23:59:59,2019-6-22 23:59:59,,,,2019-6-25 9:0:0,2019-6-25 16:0:0,จุฬาลงกรณ์มหาวิทยาลัย คณะพาณิชยศาสตร์และการบัญชี อาคาร มหิตลาธิเบศร ชั้น14 ห้อง Black Box,100,5,พี่ดาว 081-234-5679,
55,14,117,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Pharma Camp 14th,ค่ายอยากเป็นเภสัชกรครั้งที่ 14 คณะเภสัชจุฬาฯ,Pharma Camp 14th at Chulalongkorn University,ค่ายอยากเป็นเภสัชกรครั้งที่ 14 กลับมาแล้ว!! พร้อมเปิดโอกาสให้น้อง ๆ ที่สนใจได้มาเรียนรู้สิ่งต่าง ๆ เกี่ยวกับวิชาชีพเภสัชกร เพื่อใช้เป็นแนวทางการศึกษาต่อไปในอนาคต,ค่าย Pharmacamp เป็นค่ายที่น้องๆ ทุกคนจะได้รู้ลึก รู้จริง รู้ในสิ่งที่อาจไม่เคยรู้มาก่อน ว่าเภสัชกรทำอะไร ทำงานสาขาไหนได้บ้าง เเละการเรียนในคณะเภสัชศาสตร์ของจุฬาฯ มีบรรยากาศอย่างไร เพื่อให้น้องๆ เเน่ใจในการเลือกคณะมากขึ้น และยังได้พบกับความสนุกสนานจากกิจกรรมที่มาพร้อมความรู้ และเพื่อนใหม่ที่มีความฝันเดียวกันมากมาย รวมถึงพี่ๆ จากคณะเภสัชศาสตร์ที่จะช่วยสนับสนุนและตอบคำถามน้องๆ ได้ในทุกเรื่องเกี่ยวกับวิชาชีพเภสัชกร,,,20,,,https://www.facebook.com/Pharmacamp14th/,2019-12-1 23:59:59,2019-12-30 23:59:59,2020-12-28 9:0:0,,,2020-1-13 9:0:0,2020-1-14 16:0:0,คณะเภสัชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,100,5,พี่พิชชี่ 081-234-5679,
56,14,142,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Phar’ Summer Camp NU #24,Phar’ Summer Camp NU #24 ค่ายเภสัชศาสตร์ ม.นเรศวร,Phar’ Summer Camp NU at Naresuan University,เภสัชศาตร์ เรียนอะไร จะใช่ตัวตนเราหรือไม่ มาร่วมหาคำตอบไปด้วยกัน รับรองว่าน้องๆทุกคนจะได้รับความรู้เเละความสนุกอย่างเต็มที่ อย่ารอช้ารีบมาสมัครกันเยอะๆนะคะ,ค่าย Phar’camp NU#24 ครั้งนี้จัดขึ้นเพื่อเป็นการเปิดประสบการณ์เเละเพิ่มมุมมองใหม่ๆ ให้กับน้องๆ มาทดสอบความเป็นหมอยาและนักวิทยาศาสตร์เครื่องสำอาง เรียนรู้วิธีใช้เครื่องเเก้วทดลองการทำแลป อีกทั้งยังมีกิจกรรมภายในค่ายอีกมากมายโดยน้องๆจะได้ทั้งความรู้และความสนุกสนานไปเเบบเต็มๆ สิบปากว่าไม่เท่าตาเห็น สิบตาเห็นไม่เท่ากับการได้มาทดลองสัมผัสจริง. เภสัชกรเรียนอะไรกันบ้างนั้น ถ้าน้องๆอยากรู้ มาสมัครเป็นส่วนหนึ่งของค่ายนี้สิคะ สมัครกันเข้ามาเยอะๆ นะ ไว้เจอกันใน Phar’ Summer Camp NU#24 นะน้องๆ ทุกคน,,,700,,,https://www.facebook.com/PharCampNU24,2020-2-28 23:59:59,2020-3-1 23:59:59,2020-3-13 9:0:0,,,2020-4-27 9:0:0,2020-4-29 16:0:0,คณะเภสัชศาสตร์ มหาวิทยาลัยนเรศวร,100,5,พี่กิฟต์ 081-234-5679,
57,14,117,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Pharmacamp 15th: Pharma the Explorer,ค่ายอยากเป็นเภสัชกรครั้งที่ 15 (Pharmacamp 15th) จุฬาฯ,Pharmacamp 15th: Pharma the Explorer at Chulalongkorn University,เป็นเภสัชกรทำอะไรได้บ้าง? เภสัชฯ ทำได้แค่จ่ายยาจริงมั้ย? สำหรับน้องๆ คนไหนที่สนใจหรืออยากรู้จักเกี่ยวกับวิชาชีพเภสัชกรให้มากขึ้น สมัครค่าย Pharmacamp 15th สิ แล้วมาร่วมค้นหาคำตอบกัน !,ในที่สุดวันนี้ที่รอคอยก็มาถึง วันนี้พี่แอดมินก็กลับมาพร้อมข่าวดี!!! ก็คืออออ การกลับมาของค่ายอยากเป็นเภสัชกรค่าาาา ดีใจกันมั้ยเด็กๆ โดยค่ายนี้จะจัดค่ายแบบค้างคืนในวันเสาร์และอาทิตย์ที่ 2-3 กุมภาพันธ์ 2562 น้องๆ จะได้มาใช้เวลาร่วมกันเป็นเวลา 2 วัน 1 คืนเลยน้าาา ตื่นเต้นกันแล้วใช่มั้ยยย ค่ายนี้จะเป็นค่ายที่ให้น้องๆ ชั้นมัธยมศึกษาตอนปลายเข้ามาสัมผัสบรรยากาศการเรียนของคณะเภสัชจุฬาในเบื้องต้น และยังให้น้องๆ ได้ทดลองเป็นเภสัชกรตัวจิ๋วเพื่อค้นหาตัวตนที่ใช่สำหรับน้องๆ เท่านั้นยังไม่พอ!! ค่ายนี้ยังมีกิจกรรมพิเศษๆ อีกมากมายที่จัดเตรียมไว้เพื่อน้องๆ ถ้าอยากรู้ว่าจะสนุกแค่ไหน ต้องสมัครกันมาเยอะๆ นะค้าา,,,20,,,https://www.facebook.com/Pharmacamp15th/,2019-12-15 23:59:59,2020-1-13 23:59:59,2020-1-1 9:0:0,,,2020-2-2 9:0:0,2020-2-3 16:0:0,คณะเภสัชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,100,5,พี่ผิง 081-234-5679,
58,14,118,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Pharmacy CMU Youth Camp 22,“Pharmacy CMU Youth Camp” ค่ายยุวเภสัชกร ครั้งที่ 22 มหาวิทยาลัยเชียงใหม่,Pharmacy CMU Youth Camp 22 at Chiang Mai University,ถ้าหากการเป็นเภสัชกรคือความฝันของน้องๆแล้วล่ะก็ มาร่วมสัมผัสประสบการณ์การเป็นเภสัชกรที่หาไม่ได้จากกูเกิ้ล พี่ๆที่น่ารักและประสบการณ์แสนล้ำค่ารอน้องๆอยู่ ! มีของแถมเป็นมิตรภาพกลับบ้านไปด้วยนะ :D,ค่ายที่ให้น้องๆ ได้มาเรียนรู้เกี่ยวกับ วิชาชีพเภสัชกร ผ่านกิจกรรมต่างๆ ที่น้องๆ จะได้ลงมือปฏิบัติจริงราวกับว่าเป็นนักศึกษาเภสัชกันเลยทีเดียว นอกจากนี้ยังมี กิจกรรมสันทนาการ อีกมากมาย รับรองว่าน้องๆ จะได้รับทั้งความรู้และความสนุกอย่างแน่นอน แถมยังได้มิตรภาพจากเพื่อนร่วมค่ายและพี่ค่ายที่ดูแลน้องๆ อย่างอบอุ่นอีกด้วย ประสบการณ์ดีๆ แบบนี้จะพลาดไม่ได้เลยน้า หากน้องๆ สนใจ สามารถดาวน์โหลดใบสมัครได้เลย,,,500,,,https://www.facebook.com/PharmCMUcamp22/,2019-10-7 23:59:59,2019-11-30 23:59:59,2019-11-3 9:0:0,,,2019-12-14 9:0:0,2019-12-16 16:0:0,คณะเภสัชศาสตร์ มหาวิทยาลัยเชียงใหม่,150,5,พี่นาว 081-234-5679,
59,14,126,1,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Phasm in the woods,สัปดาห์เภสัชวิชาการ มหาวิทยาลัยศิลปากร 2018,Phasm in the woods at Siliapakorn University,วู้ววววว!! กลับมาอีกครั้งแล้วนะเด็กๆ สำหรับงานสัปดาห์เภสัชวิชาการ ที่รอคอย น้องๆคนไหนที่สนใจอยากรู้จักคณะเภสัชศาสตร์ให้มากขึ้นอยู่ก็มากันได้เลยทีคณะเภสัชศาสตร์ ม.ศิลปากร วันที่ 27-29 ส.ค.2561 แล้วเจอกันครับ,งานนี้น้องๆ จะได้ทำความรู้จักกับคณะเภสัชศาสตร์มากขึ้น ผ่านกิจกรรมในฐานต่างๆ ที่น้องๆ จะได้ปฏิบัติจริง จนเหมือนเป็นนักศึกษาเภสัชตัวจริง!!! อีกทั้งยังมีการแนะแนวการศึกษาจากพี่ที่มากไปด้วยประสบการณ์ งานนี้เข้าฟรี!! น้องๆ มาลงทะเบียนได้ที่หน้างานเลยยยย มากันเยอะๆ นะครับ แล้วเจอกันน ,,,,,,https://www.facebook.com/pharminthewoods/,2019-9-1 23:59:59,2019-9-15 23:59:59,,,,2019-9-27 9:0:0,2019-9-29 16:0:0,คณะเภสัชศาสตร์ มหาวิทยาลัยศิลปากร วิทยาเขตพระราชวังสนามจันทร์,,5,พี่เชอร์รี่ 081-234-5679,
60,14,142,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]",[4],Pharvengers Phar’ Camp NU #23,Phar’ Camp NU #23 ค่ายเยาวชนกล้ามะกอกภาคฤดูร้อน ม.นเรศวร,Pharvengers Phar’ Camp NU #23 at Naresuan University,อยากเป็นเภสัชกร! แต่ว่าเขาเรียนกันยังไงนะ จบไปทำอะไรได้บ้างนะ เหมาะสมกับเราหรือเปล่านะ มาตามหาคำตอบกันเลย ที่ค่ายแห่งนี้มีคำตอบที่น้องๆ ตามหาอยู่แน่นอน สมัครกันเข้ามาเยอะๆ นะ ไว้เจอกันใน Phar’camp NU#23 นะทุกคน,ถ้าน้องอยากเป็นเภสัชกร ! แต่ไม่รู้ว่าเขาเรียนกันยังไงนะ จบไปทำอะไรได้บ้างนะ เหมาะสมกับเราหรือเปล่านะ มาตามหาคำตอบกันที่ค่าย PharCampNU ที่นี้มีคำตอบที่น้องๆ ตามมาอยู่แน่นอน ที่ค่ายนี้น้องๆ จะได้ฝึกการทำยาและเครื่องสำอาง ฝึกการใช้เครื่องแก้ว การแนะแนวการเรียนเภสัชศาสตร์ ได้เจอเพื่อนใหม่มากหน้าหลายตา ได้เจอพี่ๆ ในคณะ และรู้จักคณะเภสัชศาสตร์ มหาวิทยาลัยนเรศวรของเรามากยิ่งขึ้น ที่สำคัญค่ายนี้รับประกันความสนุกก จากกิจกรรมนันทนาการต่างๆ น้องๆ จะไม่เบื่ออย่างแน่นอน สมัครกันเข้ามาเยอะๆ นะ ไว้เจอกันใน Phar’camp NU#23 นะน้องๆ ทุกคน,,,700,,,https://www.facebook.com/PharCampNU23/,2020-2-24 23:59:59,2020-3-24 23:59:59,2020-3-1 9:0:0,,,2020-3-30 9:0:0,2020-4-1 16:0:0,คณะเภสัชศาสตร์ มหาวิทยาลัยนเรศวร,100,5,พี่เชอร์รี่ 081-234-5680,
61,15,124,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[2, 3]",W Wonder Project,แคมป์เรียนร้อง การแสดงอย่างศิลปิน W Wonder Project,W Wonder Project at MCGP Mahidol Seacon Bangkae,สองวันเต็มกับ ร้อง เล่น เต้น แสดง พร้อมปลูกฝังความคิดอย่างศิลปิน ซึ่งครั้งนี้มาในธีม Your Superstar สำหรับน้องๆอายุ 8-15 ปี กับโครงการ W Wonder Project พร้อมแสดง Showcase เพื่อปิดแคมป์,แคมป์เรียนร้องและการแสดง โดย W Wonder Project จัดที่ MCGP Mahidol Seacon Bangkae “Sing and Act like a Professional” สองวันเต็มกับ ร้องเล่นเต้นแสดง โดยเน้นการปลูกฝังความคิดอย่างศิลปิน ส่งเสริมให้น้องๆ เข้าใจการใช้เสียง การใช้ร่างกายในการสื่อสารออกมาผ่านบทเพลง พื้นฐานการขับร้องและการแสดง รวมถึงค้นหาความเป็นตัวของตัวเอง ส่งเสริมความกล้าแสดงออก พร้อมทั้งผลักดันจุดเด่น พัฒนาจุดด้อยในโดดเด่น เป็นเอกลักษณ์ ซึ่งในครั้งนี้มาในธีม “Your Superstar” เพื่อน้องๆ จะได้มีความกล้าคิด กล้าแสดงออกในทางที่ดี พร้อมรู้จักการถ่ายทอดและการสื่อสารอารมณ์ออกมาบนเวทีในการแสดงโชว์ SHOWCASE ที่สำคัญสามารถนำความรู้ที่ได้จากแคมป์ไปต่อยอดได้อีกหลายทางอีกด้วย W Wonder Project นั้นเกิดจากสองศิษย์เก่าจากรั้วมหาวิทยาลัยมหิดล วิทยาลัยดุริยางคศิลป์ ที่มีประสบการณ์ในด้านการขับร้องและการแสดงมามากกว่า 15 ปี และประสบการณ์ในการสอนในทุกระดับมามากกว่า 10 ปี อีกทั้งหนึ่งในโค้ชของทางแคมป์ยังเป็นผู้เข้ารอบ 20 คนสุดท้ายในรายการแข่งขัน KPN Award ครั้งที่ 20 มีผลงานการติวสอบนักเรียนเพื่อเข้ารับการศึกษาในระดับปริญญาตรีในมหาวิทยาลัยชื่อดังด้านดนตรี และ โค้ชอีกท่านก็มีประสบการณ์ด้านการเป็นโค้ชฝึกสอน เบื้องหลังรายการชื่อดังต่างๆในประเทศไทย รวมถึงผลงานการส่งนักเรียนเข้าร่วมการแข่งขันชิงแชมป์ต่างๆ ไม่ว่าจะเป็นระดับจังหวัด ระดับประเทศ และนักเรียนยังได้รับรางวัลชนะเลิศมาหลายรายการอีกด้วย,,,2500,,http://wwonderproject.wixsite.com/website,https://www.facebook.com/Wwonderproject/,2020-4-16 23:59:59,2020-4-10 23:59:59,,,,2020-4-18 9:0:0,2020-4-19 16:0:0,MCGP Mahidol Seacon Bangkae,28,5,พี่นิ้ง 081-234-5680,
62,15,126,1,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[4, 5]",SUMEB IDOLS ON STAGE,“SUMEB IDOLS ON STAGE” แบ่งปันประสบการณ์การทำงานด้านธุรกิจดนตรี,SUMEB IDOLS ON STAGE at Silpakorn University,ถ้าดนตรีและธุรกิจมารวมกันจะเป็นยังไงนะ? แล้ว SUMEB คืออะไร? พวกเรานักศึกษาชั้นปีที่ 1 สาขาดนตรีและธุรกิจบันเทิง คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร ขอเชิญคุณมาร่วมหาคำตอบได้ในงาน “SUMEB IDOLS ON STAGE”,ถ้าดนตรีและธุรกิจมารวมกันจะเป็นยังไงนะ? แล้วSUMEBคืออะไร? พวกเรานักศึกษาชั้นปีที่1 สาขาดนตรีและธุรกิจบันเทิง คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร ขอเชิญคุณมาร่วมหาคำตอบได้ในงาน “SUMEB IDOLS ON STAGE” “SUMEB IDOLS ON STAGE” เป็น Talk Showโดยเหล่า Idols ที่ประสบความสำเร็จในอุตสาหกรรมดนตรีมาแบ่งปันประสบการณ์ในการทำงานด้านธุรกิจ,,,,,,https://www.facebook.com/events/593609170992948/,2020-4-1 23:59:59,2020-4-15 23:59:59,,,,2020-4-22 13:0:0,2020-4-22 15:0:0,คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร วิทยาเขตตลิ่งชัน,50,5,พี่ไหม 081-234-5680,
63,15,126,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[4, 5]",SUMEB Workshop,SUMEB Workshop ตอน กำเนิดศิลปิน,SUMEB Workshop at Silapakorn University,"SUMEB Workshop ตอน กำเนิดศิลปิน จัดโดย SUMEB (สาขาดนตรีและธุรกิจบันเทิง คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร) มาเรียนรู้การบริหารจัดการ, การตลาด ให้กับศิลปินเบื้องต้น โดย SUMEB และวิทยากรรับเชิญ พี่บอล Scrubb",พบกับกิจกรรม Workshop เรียนรู้กระบวนการบริหารจัดการ และการวางแผนการตลาด ให้กับศิลปินเบื้องต้นของอาชีพ A&R (Artist&Repertoire) หรือ นักปั้นศิลปิน (แมวมอง) เขาทำกันอย่างไร?? โดย พี่ๆ นักศึกษา จากสาขาดนตรีและธุรกิจบันเทิง (SUMEB) คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร และพบกับวิทยากรพิเศษ พี่ “บอล Scrubb” แห่งค่าย What the Duck บรรยายพิเศษในหัวข้อ “การบริหารจัดการศิลปินในยุคปัจจุบัน” พวกเรา SUMEB อยากเชิญชวนน้องๆ มัธยมปลาย และผู้ที่สนใจเรียนรู้ด้านธุรกิจดนตรี การบริหารจัดการศิลปิน วันเสาร์ที่ 31 มีนาคม 2561 เวลา 8.30 น. – 16.30 น. ณ คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร ไม่จำเป็นต้องมีพื้นฐานความรู้ทางด้านดนตรีก็มาได้ ไม่จำเป็นต้องมีพื้นฐานความรู้เรื่องการบริหารจัดการก็มาได้ ไม่จำเป็นต้องมีพื้นฐานอะไรเลยก็มาสนุกด้วยกันได้,,,250,,http://sumebworkshop2018.blogspot.com/,https://www.facebook.com/sumeb.official/,2020-3-17 23:59:59,2020-3-25 23:59:59,2020-3-23 23:59:59,,,2020-3-31 8:30:0,2020-3-31 16:30:0,คณะดุริยางคศาสตร์ มหาวิทยาลัยศิลปากร,80,5,พี่ดาว 081-234-5680,
64,15,124,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[1, 2, 3, 4]",MCGP Summer Music Camp 14,ค่ายดนตรีภาคฤดูร้อน MCGP Summer Music Camp ครั้งที่ 14,MCGP Summer Music Camp 14 at Mahidol University,ค่ายเปิดโลกกว้างทางดนตรี เปิดโอกาสให้เด็กแสดงออกอย่างสร้างสรรค์ พร้อมทั้งชาร์จพลังด้วยเสียงเพลง ช่วยผ่อนคลายความเครียดในช่วงปิดเทอม โดยทีมอาจารย์จากวิทยาลัยดุริยางคศิลป์ มหาวิทยาลัยมหิดล,วิทยาลัยดุริยางคศิลป์ มหาวิทยาลัยมหิดล ร่วมกับธนาคารไทยพาณิชย์ จัดโครงการค่ายดนตรีภาคฤดูร้อน 2561 ค่ายดนตรีในปีนี้ น้องๆ ได้พบกับทีมงานที่เป็นกันเองในบรรยากาศสนุกสนานริมหาดพัทยา มีคอนเซ็ป “ค่ายเปิดโลกกว้างทางดนตรี ดนตรีมีความสนุกมากกว่าที่เด็กๆ เห็น” กิจกรรมหลักภายในค่ายเน้น การฝึกซ้อมดนตรี ทั้งซ้อมเดี่ยวและซ้อมรวมวง เรียนดนตรีในรูปแบบที่หลากหลายผ่านกิจกรรมต่างๆ รวมทั้งกิจกรรมนอกสถานที่ เพื่อผ่อนคลายจากการฝึกซ้อมดนตรีและสร้างความกลมเกลียว ค่ายนี้มีเยาวชนที่รักในเสียงดนตรีจากทั่วประเทศเข้าร่วม เด็กทุกคนที่ผ่านการเข้าค่ายจะได้รับประกาศนียบัตรจากมหาวิทยาลัยมหิดล และได้ขึ้นแสดงที่หอประชุมขนาดใหญ่ ค่ายนี้ไม่ได้มุ่งสร้างนักดนตรีมืออาชีพ แต่หวังให้เด็กธรรมดาๆ คนหนึ่งสามารถหาความสุนทรีให้กับชีวิตได้เท่านั้น,,,13800,,https://sites.google.com/view/mcgp-summer-music-camp/,https://www.facebook.com/mcgpmusiccamp/,2020-3-10 23:59:59,2020-3-20 23:59:59,2020-3-16 23:59:59,,,2020-3-26 9:0:0,2020-4-1 17:30:0,ณ ศูนย์ฝึกอบรมธนาคารไทยพาณิชย์ ตะวันรอน พัทยา จังหวัดชลบุรี และวิทยาลัยดุริยางศิลป์ มหาวิทยาลัยมหิดล ศาลายา,100,5,พี่พิชชี่ 081-234-5680,
65,15,124,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[3, 4]",MCGP Summer Music Camp 2017,ค่ายดนตรีภาคฤดูร้อน 2017 วิทยาลัยดุริยางคศิลป์ ม.มหิดล,MCGP Summer Music Camp 2017 at Mahidol University,MCGP Summer Music Camp “ค่ายเปิดโลกกว้างทางดนตรี ดนตรีมีความสนุกมากกว่าที่เด็กๆ เห็น” เปิดรับสมัครน้องๆ ที่มีอายุระหว่าง 10-18 ปี และสามารถดูแลตนเองได้,"MCGP Summer Music Camp “ค่ายเปิดโลกกว้างทางดนตรี ดนตรีมีความสนุกมากกว่าที่เด็กๆ เห็น” เปิดรับสมัครน้องๆ ที่มีอายุระหว่าง 10-18 ปี และสามารถดูแลตนเองได้ มีประสบการณ์เรียนหรือเล่นดนตรีมาอย่างน้อย 1 ปี หรือผ่านการพิจารณาจากคณะกรรมการ ต้องมีเครื่องดนตรีเป็นของตนเอง และสามารถนำมาเรียนในค่ายได้ (ยกเว้นเครื่องดนตรี Piano, Drum set, ลำโพงกีตาร์) และต้องสามารถเข้าร่วมกิจกรรมในค่ายได้เต็มเวลา",,,13800,,http://www.mcgp-mahidol.com/paragon/activities/musiccamp2017.php,https://www.facebook.com/mcgpmusiccamp/,2021-3-20 23:59:59,2021-3-20 23:59:59,2021-3-16 23:59:59,,,2021-3-26 8:0:0,2021-4-1 17:30:0,โรงแรม เบลล่า วิลล่า คาบาน่า พัทยา และ วิทยาลัยดุริยางคศิลป์ มหาวิทยาลัยมหิดล (ศาลายา),70,5,พี่กิฟต์ 081-234-5680,
66,15,124,4,"[1, 2, 3, 4, 5, 6]","[1, 2, 3]","[2, 3, 4]",MCGP Summer Music Camp 2015,ค่ายดนตรีภาคฤดูร้อน 2558 (MCGP Summer Music Camp 2015),MCGP Summer Music Camp 2015 at  Mahidol University,โครงการค่ายดนตรีภาคฤดูร้อน ของวิทยาลัยดุริยางคศิลป์ มหาวิทยาลัยมหิดล มีเป้าหมายเพื่อให้เยาวชนได้พัฒนาความรู้ ความสามารถทางด้านดนตรีให้เพิ่มสูงขึ้น รวมทั้งยังเป้นโครงการที่สนับสนุนให้เยาวชนได้เรียนดนตรีอย่างมีความสุข,"เยาวชนที่เข้าร่วมโครงการจะมีโอกาสเรียนรู้จากวิทยากรเฉพาะเครื่องดนตรีทั้งรูปแบบเดี่ยว และการรวมวง ได้ฝึกซ้อม และเล่นดนตรีกับเพื่อนใหม่ ซึ่งจะเป็นการสร้างบรรยากาศการเรียนดนตรีให้น่าสนใจมากขึ้น ทำให้เยาวชนเกิดความสนุกและมีความกระตือรือร้นในการเรียนและการฝึกซ้อม เครื่องดนตรีที่เปิดรับสมัคร Piano, Violin, Viola, Cello, Flute, Clarinet, Saxophone, Trumpet, Horn, Trombone, Guitar (electric), Bass(electric), Piano (pop) ค่ายเปิดโลกกว้างทางดนตรี ดนตรีมีความสนุกมากกว่าที่เด็กๆ เห็น",,(หากเต็มแล้วปิดรับสมัครทันที),13800,,http://www.mcgp-mahidol.com/paragon/activities/musiccamp2017.php,https://www.facebook.com/mcgpmusiccamp/,2022-3-20 23:59:59,2022-3-20 23:59:59,2022-3-16 23:59:59,,,2022-3-26 8:0:0,2022-4-1 17:30:0,โรงแรม เบลล่า วิลล่า คาบาน่า พัทยา และ วิทยาลัยดุริยางคศิลป์ มหาวิทยาลัยมหิดล (ศาลายา),100,5,พี่ผิง 081-234-5680,
